S1,S2,S3,S4,S5,S6,S7,S8,Class
43,5,-6,15,11,0,27,17,M
9,1,1,7,2,29,16,8,M
1,-1,-1,-27,-4,15,-1,-2,M
4,2,-1,-7,1,9,-2,1,M
-1,5,2,-11,2,34,1,-2,M
8,3,13,-30,-4,2,8,10,M
47,6,10,10,-2,-2,-2,16,N
1,2,-4,22,6,-7,-18,-8,N
-5,4,2,1,-3,2,9,9,N
18,-1,-4,7,-3,-13,-3,7,N
52,-3,-6,-14,-6,-18,-19,14,N
-8,3,2,-65,-10,13,-6,9,N
3,3,8,30,1,-10,-29,-10,N
-18,-6,-7,-12,-4,-6,2,0,N
25,1,16,-2,2,12,-5,-1,N
-11,-4,-1,10,0,-8,-11,-11,N
0,-3,-9,26,-1,23,8,9,N
-1,1,-5,26,9,20,15,1,N
9,5,2,-49,2,17,20,-8,N
36,3,2,9,-4,4,-10,-1,N
-14,-6,-7,9,-9,-5,-3,-14,N
-14,4,8,-29,-10,-28,-14,-5,N
40,1,6,21,9,3,-15,15,N
12,2,6,8,13,12,8,3,N
21,1,4,-26,-6,-1,-9,2,N
8,-3,-6,-19,-11,10,-16,-1,N
-22,-1,-10,20,8,18,3,1,N
-9,-4,-5,-11,0,-2,14,-6,N
-10,-1,1,-21,-6,-36,-14,1,N
-2,-5,-2,8,2,-2,-17,-21,N
-8,-5,-5,23,15,19,-2,-7,N
17,0,5,-16,-7,-23,-20,8,N
-28,-11,-8,-22,-16,-19,-23,-1,N
9,-3,0,31,-7,10,6,4,N
-20,3,5,-11,-20,-42,13,-4,N
-22,2,-1,-5,9,-2,1,-19,N
-32,-6,-7,-3,9,35,-12,-13,N
-9,5,4,21,-1,11,29,-8,N
-26,-5,-9,11,-1,-5,-14,8,N
21,4,19,3,-5,-23,-8,11,N
23,1,2,-15,-10,13,-1,14,N
7,-5,-10,-43,-4,-11,-2,-2,N
-14,6,7,32,11,16,-5,-7,N
1,1,1,-8,0,10,-15,4,N
6,2,-7,-36,-2,9,3,1,N
7,-4,1,8,-8,-39,36,4,N
-22,-2,1,-21,-7,-15,17,-12,N
13,-1,8,-5,-11,-11,-6,0,N
-6,-4,-5,-6,1,3,-6,-3,N
-21,-14,-6,-4,-15,0,-4,-24,N
7,-3,-2,12,-6,-11,-13,-11,N
-13,-3,-6,7,-2,-4,10,0,N
-16,-3,4,-3,-5,-8,24,-1,N
-2,-4,-15,-46,-1,5,15,4,N
14,3,5,6,-2,13,18,7,N
-7,4,10,6,5,5,-12,3,N
25,6,-7,-4,2,8,51,7,N
5,0,0,-23,-2,-15,3,3,N
12,1,0,-43,-10,19,-9,-2,N
-4,-3,-1,36,9,3,-17,-1,N
-13,-3,-2,27,-4,-29,17,-8,N
-37,3,1,-26,-4,-5,-7,5,N
0,4,13,6,-6,-19,2,-10,N
-18,-5,-9,-18,-1,29,-18,-12,N
14,0,-5,-41,-4,6,11,4,N
18,-1,5,-29,1,-8,-30,-3,N
6,-3,-8,13,2,-1,-12,-2,N
6,-4,-5,25,0,-7,-2,-5,N
-7,-2,-5,35,1,17,19,8,N
6,0,-8,9,-2,-21,0,-1,N
26,8,12,-2,-5,12,18,11,N
-19,-6,-2,-29,-2,14,12,2,N
-13,-1,-2,11,4,-13,-18,-21,N
-13,-1,-1,-35,-4,16,14,6,N
19,1,-1,12,8,-9,13,-5,N
-11,-5,-7,-13,-1,5,-5,-6,N
-14,5,2,6,8,-21,-14,-9,N
-5,1,-4,-27,-5,-11,2,-20,N
-20,-1,-3,-46,-1,19,11,-11,N
14,0,1,-2,-2,2,12,14,N
-4,-8,-13,37,-2,-10,15,-7,N
-12,-4,5,10,-1,-17,2,2,N
31,3,9,-2,-7,7,3,13,N
-4,-1,0,-9,0,10,-29,-7,N
-14,1,2,33,8,2,-8,-21,N
12,4,3,3,4,17,-4,-14,N
-18,-1,3,-32,-6,4,-5,-14,N
13,6,6,1,1,8,29,6,N
16,-5,-5,-4,-2,0,1,4,N
-8,-3,-5,-2,0,-17,-5,-5,N
26,1,-4,19,7,-5,-59,-3,N
-22,-2,5,-3,-1,3,19,2,N
-48,-14,-10,-11,-8,3,-3,-20,N
-31,-4,-1,17,0,-15,-29,4,N
5,0,1,7,-1,1,-4,5,N
10,1,1,26,2,-8,5,2,N
-4,-1,2,11,-2,-7,-17,-13,N
16,0,9,44,4,0,-20,-6,N
11,1,4,13,0,-7,-7,4,N
5,1,-3,-46,-4,-7,-50,1,N
20,0,-1,6,2,-2,5,6,N
-4,2,6,-1,-3,2,26,20,N
6,0,-5,15,1,-2,-33,-14,N
14,1,4,-19,-3,-25,-47,-8,N
25,2,4,27,2,22,-47,23,N
29,3,-1,-8,2,10,5,6,N
22,-11,-12,-8,6,-14,-6,-29,O
17,-16,4,11,22,5,-8,-7,O
25,-12,-20,-31,15,-4,-5,-5,O
0,-2,-4,-6,-19,-8,-24,6,O
15,0,2,-5,-69,10,2,23,O
-6,-7,-4,11,-23,6,3,0,O
-27,5,-12,-10,-20,5,1,6,O
-8,-3,3,21,10,8,1,-3,O
-32,-22,-6,-5,-27,5,-14,6,O
-10,-12,-10,-7,56,1,-7,-4,O
11,20,15,-20,55,15,-3,-7,O
-4,-7,-1,-10,-34,-5,-2,5,O
-13,-12,-2,-4,25,11,-5,-14,O
3,5,-2,-16,18,12,12,1,O
45,4,1,5,15,-4,3,-6,O
55,-12,-10,-2,-33,-9,-11,4,O
-28,3,7,23,0,-11,-18,-5,O
-16,-20,-3,-4,30,-7,5,-11,O
-32,-4,0,11,-20,-1,-4,-6,O
3,-6,8,12,-5,9,10,3,O
25,7,-3,-11,-29,-24,-4,1,O
-86,0,-7,15,-3,2,-4,-3,O
-7,9,9,0,-21,-6,4,3,O
-1,-15,-4,0,20,6,2,-7,O
10,1,4,-2,-37,-28,5,10,O
-27,2,-8,-4,-12,18,-2,-4,O
-10,-1,-5,1,2,-4,18,12,O
-31,4,-4,-6,-8,-24,5,8,O
24,4,-5,-30,-14,-3,-11,7,O
22,16,1,9,-4,0,-4,4,O
83,-4,-8,-31,-21,-3,-6,4,O
7,-4,-1,22,3,-5,-2,10,O
24,-6,0,10,10,-15,-21,-2,O
3,3,-3,-16,-12,-17,-6,4,O
42,-5,-2,-3,-51,-1,-1,6,O
-17,-2,-5,-22,-22,3,-3,-25,O
24,7,8,-15,-27,-10,14,-3,O
23,2,8,6,-50,10,3,-6,O
15,0,3,0,-28,10,16,4,O
-83,-10,-11,-26,-24,-8,-20,-18,O
24,9,-11,-21,-20,10,-9,4,O
-10,34,1,3,7,1,10,0,O
14,1,-2,-7,-27,-4,6,-3,O
2,4,3,17,11,5,-8,-19,O
-7,23,13,34,9,-2,-10,0,O
-7,-15,-2,-10,45,6,0,-12,O
42,-3,5,4,0,7,-19,0,O
18,-2,6,18,14,16,19,13,O
8,0,3,-17,-31,0,5,5,O
-1,-4,-2,2,2,0,-12,2,O
-6,-8,-9,-25,-11,-27,-8,9,O
-6,-5,2,15,-6,-6,-7,-8,O
-20,1,6,5,-14,7,1,2,O
-1,15,6,11,54,-11,1,0,O
-3,23,-6,18,2,25,-7,6,O
4,-10,-3,-5,-64,4,-17,7,O
2,-7,-4,5,-14,-3,-4,3,O
12,-5,-5,-3,-12,-2,1,-1,O
12,2,-5,-13,26,-16,3,-7,O
2,-9,-2,3,1,3,2,-22,O
12,-3,0,3,10,-3,23,8,O
2,-3,1,5,10,-9,-5,9,O
-12,-9,-2,10,36,1,3,-6,O
9,11,-2,1,-10,38,12,9,O
2,-16,2,16,-18,7,1,23,O
-11,0,2,5,7,-8,13,12,O
0,2,-1,-17,14,0,3,1,O
14,-12,1,7,41,27,12,2,O
5,2,2,-17,3,-10,-15,8,O
-24,4,0,13,12,9,13,2,O
1,-5,-9,-14,-52,3,-11,12,O
-60,-14,-1,3,45,10,7,-5,O
6,0,4,5,12,23,18,6,O
-10,0,1,1,18,9,25,0,O
11,6,2,-1,63,-8,-1,0,O
12,2,2,11,4,4,10,4,O
-10,8,0,4,26,14,3,11,O
-7,2,3,5,-2,5,-8,4,O
6,0,-3,2,-12,-2,17,0,O
-1,-8,1,-6,28,-6,3,-1,O
8,-13,-9,-3,52,-5,-7,6,O
4,2,0,-5,8,3,-14,6,O
3,-3,0,15,2,4,7,0,O
-5,7,-2,-10,-5,-9,9,-9,O
-2,27,2,-3,44,9,0,-17,O
-7,19,1,-1,-39,6,9,-1,O
11,0,6,12,-6,-3,8,0,O
-8,-5,1,-6,-34,-25,-2,-2,O
61,-9,1,1,-10,-14,-6,-4,O
-1,-19,-5,-7,10,-2,1,4,O
-29,19,1,2,-12,-25,-5,1,O
-6,2,8,0,18,0,7,10,O
16,12,-3,-7,-5,6,5,1,O
18,-6,0,-3,-28,-14,5,-5,O
4,-8,-8,-8,-45,2,-15,-9,O
12,4,5,7,14,-7,-12,-18,O
-4,3,-1,-11,-8,3,14,0,O
21,7,0,5,6,-30,-9,13,O
-4,-1,0,-15,13,14,11,5,O
-8,10,0,3,-25,-2,-7,7,O
-44,-31,-6,0,-2,-1,-7,-21,P
36,-16,-2,-6,-4,-10,-1,36,P
-21,10,2,0,-16,1,-2,-19,P
7,3,3,4,18,6,1,9,P
-33,-27,-6,-1,9,-6,0,5,P
-61,-13,-3,3,11,10,-5,-8,P
-10,-23,-5,0,-15,-8,-2,18,P
-3,22,3,3,4,5,1,4,P
-15,11,-3,4,12,-5,-7,-2,P
46,22,4,-1,16,-3,6,18,P
22,43,1,2,15,-1,3,37,P
-37,-7,-6,-8,-13,-7,0,-11,P
-17,29,-2,-8,-77,-11,-4,6,P
3,-11,1,5,31,14,-12,-14,P
-46,-2,-1,-1,-2,-11,-6,3,P
-36,-11,3,5,13,-2,2,38,P
-12,27,2,2,-10,4,-2,-8,P
79,-5,-3,-1,4,1,-1,17,P
34,4,0,-3,-6,6,2,-2,P
-2,-14,0,1,-16,-2,1,0,P
49,-8,-2,2,18,-6,3,0,P
7,-3,-4,1,13,0,-6,-10,P
18,-11,-3,-3,-14,-3,6,24,P
22,-11,-2,5,17,0,1,10,P
-24,-17,-3,0,25,6,-1,-16,P
39,18,0,5,9,3,-1,-7,P
-25,26,8,4,7,3,8,-17,P
-36,-13,1,2,6,-3,-6,-12,P
95,-7,1,-1,-16,10,-1,14,P
-39,-25,-5,-7,-1,-5,-6,-30,P
8,14,1,-1,-12,-3,0,-12,P
-21,-20,-5,2,-2,-6,-4,-13,P
20,0,-4,-11,-9,0,-3,4,P
-23,3,0,-1,-1,5,-2,-11,P
-17,3,-2,-1,-8,-11,-4,-11,P
-13,9,0,0,-15,-8,-2,4,P
-15,6,-2,-3,-9,-19,-15,-52,P
-76,1,-1,-4,-4,-8,-1,-2,P
41,4,2,6,-13,-9,3,17,P
-60,-19,-4,-5,12,3,1,-2,P
50,2,1,0,-8,1,1,21,P
-2,-1,-3,-2,-3,5,7,30,P
-4,-26,-3,-1,32,5,-4,-14,P
19,3,1,2,19,11,-1,1,P
26,-2,0,-3,-13,1,-1,2,P
31,-6,-5,-2,-9,-9,6,22,P
-9,3,2,-2,4,-1,0,2,P
51,11,1,1,-2,-1,-9,6,P
-13,-4,1,1,13,11,-1,-6,P
-18,-3,-2,-1,3,-1,-6,-5,P
-44,-13,0,5,-10,5,7,-15,P
53,-15,-2,-7,-2,-2,-18,-28,P
25,1,0,-3,15,-1,-3,-2,P
15,-3,-5,1,19,0,-2,16,P
25,8,1,3,-17,3,10,-1,P
27,6,-2,1,3,-10,-4,1,P
7,4,1,-1,6,-4,-7,10,P
34,-20,-3,2,11,2,-6,-10,P
-14,-3,-2,-3,10,-4,-10,-29,P
17,-10,-4,0,8,7,5,18,P
-20,-2,1,4,15,-5,1,-12,P
-2,-1,-1,-8,-20,-9,-21,-38,P
-47,6,3,3,-7,4,4,20,P
9,-18,-3,-1,24,1,2,7,P
22,-8,-4,-3,20,7,5,26,P
-56,-13,1,2,9,13,4,2,P
-1,11,-1,-9,-29,-16,3,18,P
56,-9,-4,-15,7,1,2,4,P
-7,-25,-3,3,-4,3,-1,-22,P
15,-3,0,7,-1,7,2,8,P
-52,-10,2,-10,22,4,-1,-5,P
11,11,-4,-9,-3,0,0,7,P
62,29,4,3,3,-3,1,-13,P
5,-18,1,3,15,12,-1,-1,P
-18,7,5,11,29,15,2,0,P
2,-8,-1,3,1,-1,-1,30,P
-16,-6,3,2,9,19,6,22,P
-44,-21,-3,4,18,3,4,2,P
-10,0,-2,-6,-6,3,4,-15,P
30,7,-6,-12,-32,-25,-9,3,P
-78,-13,-2,-9,-17,-2,-1,-12,P
-16,3,0,3,1,-2,12,8,P
-16,-2,3,8,-8,5,4,-5,P
-7,1,-3,2,16,0,-1,2,P
-72,13,-1,-4,-6,4,-6,1,P
1,-3,2,6,13,6,3,-3,P
25,3,1,0,3,2,-2,3,P
26,0,3,4,15,14,2,0,P
25,22,2,2,-8,-1,3,-6,P
87,4,-2,-6,-44,-13,-7,-28,P
1,5,-5,-2,3,1,-2,-15,P
-26,-9,-3,4,3,-5,-6,-29,P
-24,-9,-1,-5,11,-5,-2,0,P
-7,-13,-4,-3,1,-1,2,2,P
-58,-12,0,-8,4,1,2,-15,P
-54,4,-3,3,34,-13,0,-5,P
-48,1,-2,-4,-7,5,2,-1,P
8,-4,1,5,-3,2,4,12,P
-17,-3,-2,0,-13,-12,-2,12,P
-23,10,-1,3,24,0,-7,-1,P
-65,-21,-6,-3,3,0,-1,-23,Q
-42,-28,-3,-3,-2,-5,-3,8,Q
-68,-44,-5,-1,0,12,-12,-7,Q
123,-7,-1,2,1,2,1,4,Q
-1,-13,-5,-4,-2,0,7,76,Q
-57,-7,2,2,-5,-26,12,37,Q
42,0,-3,-4,-2,11,-7,-38,Q
22,-25,-8,-4,-3,1,-3,3,Q
-80,-6,-5,-2,-2,-2,-1,-76,Q
96,0,2,-2,-3,-4,4,-14,Q
-34,-7,0,0,-1,-9,3,29,Q
62,-15,1,1,2,9,10,47,Q
29,-2,1,-2,-2,25,1,-29,Q
-25,3,-3,0,0,-17,-6,-31,Q
8,0,0,3,-1,5,6,-22,Q
-54,-16,-4,-1,-1,1,2,-33,Q
-101,-17,-4,-3,-7,14,0,-13,Q
19,-3,-3,0,-3,-4,-2,16,Q
-6,4,-2,3,0,-11,-1,7,Q
-27,11,-2,0,5,4,0,-31,Q
4,0,-4,-1,1,-2,0,11,Q
69,16,4,1,-4,-9,-4,50,Q
-25,6,2,1,-3,-3,3,-2,Q
-27,3,-2,-1,3,12,-2,-3,Q
-36,4,-2,-4,0,9,4,-24,Q
4,9,-3,0,2,-12,-6,1,Q
15,-1,-1,-1,1,-1,-1,-31,Q
25,-11,2,1,-4,-24,19,33,Q
56,-6,-1,1,3,10,11,19,Q
-75,0,-3,-1,-1,1,-4,-45,Q
78,-3,-1,-1,0,-3,-9,-42,Q
-36,4,-3,-3,-1,-2,6,-36,Q
-48,-7,0,0,2,14,3,-5,Q
-47,-7,-2,-2,2,3,-4,-17,Q
54,0,3,1,0,6,5,-8,Q
-56,1,-2,1,5,12,-6,-70,Q
-21,0,1,0,2,7,0,6,Q
-3,10,0,-2,0,10,-1,-3,Q
15,-2,-4,-2,-5,1,-3,-14,Q
83,-19,0,2,1,1,-5,3,Q
-28,-16,-2,-2,-4,-5,8,44,Q
-6,-8,1,-1,-3,-3,-8,0,Q
-16,-7,-3,-1,1,8,3,-54,Q
72,-16,0,-1,-1,3,-5,-8,Q
-31,7,-2,0,-3,7,-5,10,Q
10,-2,-2,-1,0,-11,6,0,Q
-106,-6,-6,-4,0,-4,6,-57,Q
20,6,-5,-3,-3,-2,4,40,Q
-85,10,0,2,2,16,-13,-36,Q
5,7,3,-1,-1,-10,-5,1,Q
-30,21,-1,-2,-1,2,-1,-21,Q
-26,4,5,2,-3,1,7,38,Q
0,-19,-2,0,0,-4,1,-4,Q
34,6,2,1,-1,8,1,5,Q
-62,22,-5,0,10,1,5,-44,Q
48,-6,-3,-2,-5,-9,-4,18,Q
48,3,-3,-5,-7,-7,-24,-16,Q
-69,6,-6,-6,-5,2,-2,-45,Q
27,-7,2,3,7,13,8,31,Q
54,58,1,-2,4,2,2,49,Q
-13,-20,1,-1,-2,0,4,6,Q
-71,-28,-5,-6,-1,-6,6,16,Q
19,-12,-1,-1,1,-17,-4,6,Q
0,12,0,-2,-3,-5,-1,-16,Q
-18,29,7,2,3,-10,9,28,Q
-14,-24,-3,0,1,10,-8,-18,Q
12,-18,2,4,0,15,-2,-51,Q
-23,-6,-3,-4,-5,-3,3,-7,Q
17,-2,1,1,-1,-5,-21,-11,Q
41,60,2,-1,-2,21,16,23,Q
10,26,6,4,1,-4,9,2,Q
106,-30,0,1,1,1,12,40,Q
37,-14,1,0,-1,-11,10,31,Q
7,-38,-5,-3,-3,-5,-31,-87,Q
35,19,5,5,5,-24,-1,35,Q
-26,-21,-5,-7,-2,9,2,-45,Q
-68,-21,-6,-3,0,1,-3,-34,Q
-29,11,-2,-3,-8,2,-5,6,Q
-24,-2,0,-1,-2,-3,0,38,Q
-3,2,-3,-3,-7,-7,-5,13,Q
36,-8,2,1,4,24,3,50,Q
-128,-14,-9,-3,4,1,3,-22,Q
69,20,2,-2,-14,-1,7,-6,Q
-32,-4,1,2,-2,5,10,19,Q
-39,19,0,-1,-4,-25,-9,-20,Q
1,-17,-2,0,-1,3,4,5,Q
-70,-5,-6,-4,-8,22,0,-13,Q
85,-2,-3,-1,0,-20,1,-6,Q
29,17,0,1,2,-9,-4,-7,Q
69,-12,-4,0,1,-6,-2,50,Q
14,-11,2,0,3,16,-1,-13,Q
22,2,0,1,3,7,6,-7,Q
-40,6,6,5,1,-4,-9,13,Q
11,2,-3,-2,2,13,-1,27,Q
17,-13,-3,-2,-6,-13,-2,5,Q
22,-6,-2,0,2,4,-14,-20,Q
-101,-1,4,3,2,-2,-2,-24,Q
-26,61,2,-1,2,0,-1,1,Q
-4,8,-4,-1,-5,0,3,9,Q
43,-6,1,2,12,20,5,-68,Q
-8,-8,-2,7,18,-4,-2,3,R
23,-6,0,6,10,-1,2,5,R
20,-1,2,1,0,-1,-5,-4,R
12,1,1,0,-8,-2,0,-7,R
4,1,0,1,-3,6,0,-1,R
9,-4,-6,-21,-47,-10,1,6,R
-15,-2,4,11,34,10,0,0,R
-3,-7,-2,-3,-6,-3,-1,-5,R
17,3,0,-1,9,0,-7,-13,R
-5,-1,2,0,1,0,-1,7,R
-18,-5,-4,0,-5,-4,-4,-4,R
3,5,2,3,-1,4,1,-4,R
-4,0,0,4,5,-2,-1,-3,R
0,0,0,1,-11,-4,0,6,R
23,-2,-5,-4,1,-3,1,4,R
11,10,-4,-13,-3,-2,-1,-2,R
12,-2,-1,-1,3,1,2,11,R
8,1,3,-2,11,10,3,6,R
-3,-1,3,8,27,1,-7,-28,R
-31,2,3,10,45,5,-1,0,R
-21,-6,-3,0,11,1,-2,-11,R
12,-1,1,-7,-7,2,2,6,R
-9,2,0,-9,-19,-5,-1,4,R
10,-1,1,16,28,1,-1,0,R
14,-1,-1,0,-12,1,-1,-9,R
7,-6,-2,-6,-1,4,1,-21,R
26,1,-1,10,34,2,-1,0,R
-8,0,0,1,-1,0,-1,-5,R
-11,5,0,-7,-64,-7,-3,3,R
-23,4,2,0,-6,0,1,9,R
11,-4,-4,0,-4,-3,1,5,R
-12,-2,-6,-23,-54,-5,-4,-27,R
1,-2,-6,-5,8,-2,-4,0,R
21,-6,-2,1,-3,-6,-1,-2,R
26,4,3,11,9,-1,-4,-18,R
-11,-3,0,-2,7,5,0,1,R
-3,0,2,0,7,3,1,-7,R
-4,-6,-6,-5,-8,-1,2,6,R
22,-4,-6,-3,-7,-2,-1,14,R
-5,0,-3,-21,-18,0,0,-1,R
10,-1,-1,-3,-3,-2,-4,-7,R
-7,3,6,20,57,9,1,-1,R
7,-1,2,5,9,1,-1,-7,R
7,1,-4,0,-9,-2,1,7,R
-4,-4,-3,-2,-17,-6,-1,-13,R
3,-4,-3,3,10,2,3,19,R
-12,-2,-5,-9,0,2,-1,-13,R
10,-3,-1,-8,-35,0,1,5,R
17,3,-1,0,8,1,-1,-18,R
0,3,1,-3,-5,3,2,-2,R
-21,2,7,24,82,12,0,3,R
-15,-2,0,1,0,-2,-10,-34,R
0,2,-3,-14,27,-8,-3,17,R
3,-3,-1,1,0,1,3,5,R
-18,-5,-7,-20,-47,-10,-2,3,R
19,2,4,9,3,6,-2,-27,R
-2,7,0,-1,-43,-1,-3,-5,R
-20,-5,-1,-1,-32,-5,-4,-7,R
-5,8,-1,3,-2,-4,1,5,R
7,-4,1,-4,-3,-3,1,6,R
18,1,2,5,-1,1,1,15,R
-11,-3,-8,-6,7,-9,0,4,R
18,2,0,2,12,-2,-3,6,R
-3,2,-3,-2,-8,1,-1,-10,R
13,-2,3,2,15,6,-2,2,R
23,-4,-1,7,6,-5,-2,10,R
-8,-2,0,-2,-14,2,4,8,R
5,-1,2,10,25,3,1,7,R
-29,-6,-4,-7,-19,-5,1,-23,R
11,-3,0,4,5,3,0,5,R
-10,-3,-2,1,-8,-5,-3,-6,R
18,-3,-1,-11,-17,-4,-2,12,R
21,3,-2,-1,6,3,4,22,R
-25,-8,-7,-7,-7,-3,3,9,R
11,3,0,0,-6,0,2,3,R
3,1,-4,-5,-16,-6,-4,-13,R
11,-3,0,4,10,3,5,7,R
-10,4,0,5,23,0,1,7,R
5,-1,0,-6,-40,2,-4,-3,R
-14,-2,1,5,32,7,0,1,R
7,-3,-4,-7,-14,-6,-4,-3,R
-16,4,-4,-20,-51,-2,1,-6,R
18,-6,0,4,5,-3,0,-2,R
25,7,1,2,-7,0,-1,7,R
5,1,4,9,23,3,1,5,R
-13,0,-2,-2,-7,-1,0,10,R
-23,0,2,2,-4,2,-1,-4,R
19,-2,-4,-9,-23,-3,-3,-2,R
12,1,2,8,16,3,4,11,R
10,0,-2,-7,-1,-3,-4,-19,R
7,-2,-1,3,-1,-3,-10,-38,R
-19,0,0,1,-11,1,1,7,R
0,2,0,4,-21,1,-1,-5,R
7,2,-3,-8,3,2,1,7,R
-4,8,-1,1,5,1,0,-13,R
7,1,-1,8,15,-1,0,1,R
-13,4,-1,-3,-2,1,8,15,R
36,11,-1,3,-3,-4,-1,-18,R
-14,-2,-3,-12,-45,-10,-2,1,R
-17,-8,-4,-5,-1,-10,-3,17,R
3,-6,-1,5,-2,5,22,-2,S
11,-9,-4,1,1,-9,-24,-6,S
0,3,0,5,-6,6,3,4,S
-6,4,-5,-3,-2,-5,-8,-4,S
5,-2,0,1,-5,5,14,3,S
-3,2,3,2,9,5,-9,-3,S
-3,-6,-3,-5,-6,-8,-25,4,S
7,3,1,2,12,-5,-21,-4,S
-6,5,2,1,16,-2,13,8,S
9,-6,-4,2,-1,-8,-21,3,S
-7,2,-2,0,-15,0,14,8,S
-5,-6,-2,-4,-16,0,-38,-14,S
33,-3,3,2,21,2,3,3,S
12,4,-1,-5,-3,-3,8,5,S
-2,-9,-4,-2,-1,-13,-19,-6,S
5,1,-4,-2,-22,-7,18,1,S
7,2,0,3,-1,1,24,0,S
20,5,-5,-17,-29,-2,-25,1,S
-4,-7,1,2,-35,1,1,3,S
-17,-4,1,0,-23,-4,-5,-5,S
-18,1,-1,-9,3,2,6,14,S
-2,-7,-1,-5,-2,-1,1,4,S
9,5,3,6,28,13,0,3,S
4,-3,-2,1,20,11,2,8,S
4,7,-1,2,15,5,30,15,S
25,11,-2,1,5,-8,-5,9,S
-2,-4,-2,-1,-2,-4,-18,15,S
34,5,1,1,5,-1,11,11,S
3,7,0,1,-9,-3,-3,-8,S
-3,0,0,4,12,-3,-24,-7,S
-31,10,1,1,-5,5,9,4,S
0,-7,-1,1,-7,3,-14,-6,S
2,-6,-2,-3,6,-5,28,-4,S
-6,-7,-2,-6,5,2,-4,7,S
-6,3,1,5,1,-7,-7,-2,S
0,2,-2,7,18,-4,-9,2,S
-15,11,3,1,-14,-11,-3,-8,S
-13,-3,0,-5,23,2,6,2,S
17,4,0,1,4,5,24,16,S
-1,-5,-1,-1,0,-9,14,-4,S
0,-1,1,0,6,6,-21,-19,S
11,1,0,4,26,8,-2,3,S
-9,0,0,2,-5,-8,-61,-34,S
1,-4,2,-6,-9,-4,-18,-12,S
-3,5,1,-7,-25,-4,-14,-8,S
-43,-6,1,-3,-3,1,1,-14,S
4,17,2,1,10,-5,4,8,S
8,7,1,0,12,-10,-6,-8,S
12,4,3,3,19,5,17,-8,S
4,-6,-2,-2,2,-7,0,1,S
8,0,0,-6,-24,-2,11,10,S
-1,-2,-1,-14,-9,-5,2,10,S
-27,-5,0,-1,-9,8,36,0,S
-17,0,-1,4,8,-9,-13,-8,S
5,-4,-2,-2,-7,1,-8,16,S
12,-3,-1,2,10,-1,-10,-1,S
2,-4,-1,3,23,-14,-12,0,S
4,-3,-3,-2,-4,-5,0,-8,S
-2,-3,-3,2,4,-15,-2,-25,S
-3,-2,-3,-4,-4,-11,-1,-9,S
-3,-22,-4,-9,-10,0,13,5,S
-4,-9,0,2,18,0,-9,-2,S
-2,-6,-5,-15,-12,3,-15,5,S
-23,1,1,3,4,6,9,6,S
-10,-5,-1,0,-12,1,-2,-2,S
16,17,1,6,6,2,7,-1,S
9,5,1,-1,-2,6,-6,-6,S
24,-9,-1,-1,6,4,7,3,S
2,-6,1,-2,-5,7,-1,-3,S
-12,-6,-3,0,13,1,-6,-8,S
22,-19,-1,2,-20,-13,4,13,S
8,1,-2,-7,-6,1,-11,9,S
-25,3,0,1,-19,0,0,-25,S
-3,-4,0,1,10,10,8,-8,S
3,0,2,7,18,-2,8,6,S
33,5,0,-4,7,-2,-4,5,S
18,2,-1,4,5,-5,10,4,S
-15,-7,-1,0,3,0,-2,17,S
14,4,2,0,6,7,9,5,S
-27,4,-2,-2,-11,-3,17,0,S
0,-8,-4,1,10,4,-7,-20,S
5,4,1,1,-4,-1,9,0,S
13,-2,-1,-6,-8,-1,-6,-3,S
-26,-3,0,-2,-1,-3,-6,-10,S
6,0,-2,0,-22,0,-6,-1,S
0,1,2,5,12,4,14,4,S
6,-5,-2,-6,-8,-6,0,-6,S
5,5,-1,-1,-4,-3,-6,-11,S
-10,-9,-3,-4,-31,-23,-9,-14,S
5,-1,-1,-10,-29,-1,2,-6,S
0,-4,-1,0,-2,1,-27,-14,S
6,3,1,6,16,4,9,-11,S
5,9,1,4,22,6,3,5,S
10,-12,-4,-4,-4,-9,-2,12,S
2,5,1,-2,9,2,-8,1,S
-6,1,-4,0,11,-1,-6,-8,S
18,1,0,1,10,-1,4,15,S
-12,4,3,-3,10,8,8,10,S
11,-2,0,0,0,1,15,0,S
-8,9,0,-3,-11,3,0,7,S
