-7,-41,-35,-24,-10,-13,-3,-3,A
2,17,7,10,5,1,-18,-3,A
6,27,-12,11,7,4,6,-2,A
-5,-41,9,0,-4,3,14,0,A
-12,-73,19,-8,-3,-5,8,-2,A
-4,6,60,20,-5,-6,-13,-4,A
3,22,13,8,-3,3,10,2,A
12,-10,-31,-29,-14,-10,6,0,A
11,11,-16,13,8,1,-9,-1,A
0,1,11,2,1,3,6,2,A
0,-34,29,8,0,-1,4,6,A
-17,1,-43,-22,-8,-3,-6,-10,A
17,12,-6,-11,-6,-6,-14,-3,A
6,8,44,4,-1,-1,10,9,A
-3,-15,12,2,4,-1,-2,0,A
6,-45,-37,-8,8,4,9,-1,A
5,6,5,8,-4,1,-3,3,A
3,27,33,9,6,3,4,4,A
2,-8,46,0,2,0,1,0,A
12,-9,7,7,1,-1,-3,4,A
12,23,32,22,9,6,3,8,A
-11,7,12,0,-4,-1,-9,0,A
7,8,14,9,-2,-7,-9,0,A
8,-1,-19,16,7,4,3,3,A
-5,1,9,4,7,-2,20,3,A
-1,3,4,-25,-14,-1,-2,-1,A
5,12,-3,9,1,2,-9,-3,A
4,1,28,4,-8,-4,-8,4,A
-17,-37,-29,-11,-3,0,-1,-5,A
12,36,26,9,2,2,-4,2,A
-2,5,16,6,-3,-2,4,-2,A
-3,20,-30,-2,-3,-7,-13,3,A
-18,-50,48,1,-2,-7,-9,-9,A
-10,-10,10,-5,-6,-6,-17,-3,A
6,22,46,24,3,-1,2,3,A
8,-8,-21,-22,-9,-6,-12,5,A
12,30,36,18,3,-3,-7,0,A
6,26,28,5,4,4,17,6,A
11,13,23,-2,4,3,-3,2,A
5,1,0,-8,-6,-5,-8,-3,A
0,6,-5,-9,-1,2,-5,-2,A
-10,6,-18,-11,-3,-2,-1,-3,A
-12,-42,-83,-71,-11,-6,-3,-2,A
13,6,-6,-9,3,8,7,4,A
3,1,12,19,2,1,0,2,A
-5,-10,-31,5,5,6,-2,7,A
-11,-3,0,-8,-12,-4,1,-8,A
14,37,-19,-28,-4,7,9,0,A
17,25,48,2,-7,0,6,2,A
-36,-74,-23,11,2,-1,-14,-15,A
-3,-14,-15,-1,4,7,3,-3,B
-3,2,-22,3,-1,-2,-2,-3,B
-7,-18,-1,-13,-7,-7,-10,-8,B
-1,4,-7,-14,-5,5,10,2,B
-3,-19,-1,-28,-6,-5,-17,-8,B
4,-10,-12,27,1,2,6,-2,B
-9,-19,3,-13,-1,2,8,-1,B
8,-5,27,11,6,-1,-6,-7,B
2,15,4,22,2,-1,2,-7,B
-3,-8,28,-12,-2,-4,-6,-7,B
7,3,49,65,5,-6,-6,4,B
0,-15,-40,-21,-2,3,17,2,B
0,10,1,-42,-11,-12,-8,-9,B
0,12,-57,-29,-6,-5,-3,9,B
3,12,35,7,-1,-2,-13,-3,B
0,-1,-7,-13,-1,-1,-7,-3,B
-8,-18,-44,-31,-6,-6,7,-1,B
-1,9,36,34,-4,-2,5,5,B
0,-12,-43,-23,-4,-4,-5,6,B
6,8,8,-6,4,6,-2,3,B
-1,5,69,3,4,4,-7,-5,B
-5,5,54,25,-4,-1,3,-5,B
2,10,4,-4,1,4,-11,-4,B
3,6,1,11,6,1,-16,2,B
-3,1,-23,-6,-3,-1,10,4,B
-7,5,-48,-39,-6,-1,-1,-8,B
1,0,24,9,-2,-4,6,3,B
0,11,17,-36,0,4,10,0,B
0,-14,-24,4,-1,-3,-8,-3,B
-2,-10,-16,-26,-3,-5,3,0,B
-1,-5,-31,-8,-4,-4,-9,-7,B
1,17,-9,-18,-7,-3,-6,-4,B
3,-15,11,0,-1,6,-8,-3,B
6,-2,30,27,9,0,-1,6,B
5,26,40,33,9,6,12,7,B
3,-11,16,19,8,5,-11,0,B
-4,-4,-55,-31,-2,1,-5,0,B
0,-10,5,-17,1,4,-2,-1,B
1,10,-4,10,2,0,3,0,B
4,17,35,23,5,5,9,8,B
3,-4,29,15,8,4,-4,1,B
-3,-10,-5,-15,2,4,9,2,B
-2,2,6,-4,3,2,14,-2,B
-3,-1,52,-61,-8,-7,-11,-8,B
-3,-7,-30,19,-3,-2,7,-9,B
-4,-18,-61,12,-4,3,-4,1,B
3,8,18,-11,0,-4,13,-1,B
4,11,25,20,1,1,22,8,B
0,-3,-12,1,-4,0,7,6,B
6,31,-5,-11,2,1,14,11,B
-3,-6,21,-12,-4,-4,-8,-5,C
2,6,-12,-6,3,3,-2,-1,C
-3,1,-15,-9,-1,-2,-4,-1,C
-2,-9,-43,-9,-8,-3,1,0,C
-6,-2,-4,-18,-3,-3,6,0,C
-1,-7,-5,8,-2,-3,-4,0,C
-1,3,-43,-12,5,2,2,2,C
5,5,21,21,9,5,-5,2,C
-5,-1,25,18,-3,-1,-17,-7,C
0,-4,33,9,3,1,1,1,C
5,9,-25,3,-7,-2,4,2,C
0,-6,-12,-6,8,4,6,-2,C
-1,3,14,10,1,2,3,3,C
-1,5,44,3,-4,-1,0,0,C
2,-1,-8,-27,-15,-2,-9,-1,C
2,7,36,8,2,0,0,1,C
0,1,-19,-22,-2,-3,0,-5,C
1,2,-19,3,2,1,7,1,C
-3,-4,-10,-1,5,1,-1,0,C
-4,-16,-27,0,-6,-4,-5,-6,C
2,1,-1,-33,5,-1,1,0,C
3,-4,-24,-3,-1,-1,-1,-3,C
0,-2,6,-26,-6,-1,4,-1,C
4,-2,-1,-9,3,1,5,1,C
-3,6,23,13,4,2,4,2,C
0,3,-1,-25,1,2,-5,-2,C
-5,-3,-12,-6,-1,0,5,-6,C
6,7,25,25,7,4,5,4,C
-2,1,11,10,-3,-3,-5,-2,C
-2,0,12,6,-4,-2,14,2,C
6,3,-27,19,8,5,7,-1,C
-1,-3,10,13,0,-1,-2,-1,C
-1,-2,-36,-4,-11,-7,-8,-1,C
-3,-1,-11,-8,-3,-4,1,0,C
-1,-2,-5,7,8,5,1,1,C
-3,3,12,8,-2,-1,-5,-1,C
-5,4,-13,-15,0,1,-4,-3,C
4,-9,-7,-19,1,-3,-1,-5,C
3,4,19,3,0,1,10,1,C
-6,-3,-19,-15,-1,0,5,4,C
1,-6,-18,-23,-4,-1,-7,-3,C
-2,-3,-8,3,2,-2,0,0,C
-2,-1,-36,-3,1,0,-1,4,C
5,2,12,19,0,-1,-2,2,C
2,4,3,-3,-2,-1,0,1,C
-1,2,4,-11,-1,0,-1,-2,C
0,-8,-18,-46,-2,3,-1,-4,C
1,7,-1,-4,5,3,2,1,C
0,-4,12,20,1,1,-3,0,C
2,2,5,14,-2,-2,2,3,C
1,1,-1,-4,1,-4,-1,2,D
-2,4,9,6,-1,-4,-3,-5,D
-2,1,-1,6,0,1,-3,0,D
-3,-2,-11,0,-2,0,-8,-2,D
-3,-2,-8,-2,-2,-1,2,-4,D
0,3,3,5,-1,0,0,0,D
-2,-3,-6,-1,-6,-4,5,-2,D
1,0,0,-6,3,-2,-2,-1,D
-3,2,-1,-4,-1,-2,-4,-5,D
-3,-3,0,-4,0,-3,-3,-4,D
-2,1,-4,7,3,2,0,1,D
-1,-1,-1,-2,-4,-2,-1,-1,D
-3,-10,-17,5,3,1,0,1,D
-3,-3,1,-6,0,2,-1,0,D
2,8,11,8,-1,-3,-7,-1,D
0,-1,-7,-14,6,3,1,0,D
3,5,1,2,0,0,3,3,D
-1,-5,-7,0,1,3,2,-2,D
4,4,-7,5,-1,-3,-6,0,D
-1,0,8,5,-1,2,4,3,D
1,0,2,-1,0,0,-1,0,D
3,-1,3,-4,-4,-3,0,1,D
-1,-6,-5,14,4,-2,-1,-2,D
-3,0,-9,-11,-3,3,-1,-2,D
-1,2,-3,-2,-2,0,-2,0,D
5,4,-11,8,-4,-5,-2,-3,D
-1,5,1,-1,4,4,1,0,D
-1,-7,-3,-13,-4,-2,-3,-3,D
0,2,0,3,-3,0,-1,0,D
-1,3,-4,-6,-2,1,1,0,D
-1,0,-4,-8,-2,-2,1,0,D
-1,-2,4,-5,-2,-5,-3,-1,D
0,-1,1,3,-2,0,-1,-2,D
-3,-5,0,3,2,1,0,-4,D
-2,-2,-2,-3,-2,-1,0,-1,D
1,1,0,11,4,3,-1,0,D
-1,1,0,-9,-5,-1,-1,-2,D
-1,-5,-6,7,-2,-1,0,-1,D
1,4,6,4,1,2,0,1,D
1,-3,5,-3,2,-1,-4,-2,D
-1,-3,-13,4,5,-2,2,0,D
1,1,-2,6,0,-2,0,0,D
4,-3,4,4,5,2,1,-1,D
-1,1,11,-6,2,0,2,0,D
0,3,13,-1,3,1,-1,-1,D
1,-3,-4,0,-2,1,1,3,D
0,-2,-5,1,2,-4,-5,1,D
-2,0,0,1,-1,1,0,0,D
0,0,8,6,-1,2,6,0,D
1,2,-7,-6,0,-1,-3,0,D
3,-6,-12,0,0,1,-4,-1,E
0,-2,-9,2,-1,-6,-3,-2,E
1,-12,19,4,-2,-3,-5,-5,E
5,2,3,1,3,1,-1,1,E
6,17,14,12,2,1,3,1,E
3,-7,-16,-9,0,0,-3,-3,E
-13,11,24,-8,4,0,2,-3,E
5,4,-1,3,-2,1,-3,0,E
-2,-1,1,-6,3,-2,-2,1,E
4,16,19,-4,-4,-2,-4,1,E
-7,-3,11,4,2,0,-2,1,E
2,-13,-32,0,-2,-5,-2,-2,E
-3,5,-2,-2,1,-2,-3,-1,E
0,0,-13,1,1,-5,-4,-3,E
-2,13,-18,-5,2,0,-1,0,E
-13,8,-4,15,0,2,-2,-3,E
1,19,-4,-2,2,-2,-5,0,E
14,-2,-33,-10,-2,1,1,2,E
-4,2,-5,6,3,-1,-2,-2,E
-3,-12,-2,-11,-5,-2,-6,-8,E
1,-11,-3,3,3,3,-1,-1,E
-3,17,-36,-10,-2,-6,-3,-4,E
-5,-7,8,-12,-2,-1,-2,-1,E
3,12,14,5,2,4,2,2,E
-3,-3,-5,1,5,1,-5,-1,E
0,13,-29,-6,-3,2,3,0,E
8,16,5,-2,-1,0,2,1,E
2,-2,18,-2,-3,0,-1,-3,E
-6,3,6,5,4,2,-1,3,E
3,-12,-47,-18,-7,-6,-4,-2,E
13,15,28,4,1,3,1,2,E
-11,8,-15,1,1,5,5,-1,E
12,7,-1,3,-1,0,-4,1,E
9,5,-28,-13,-1,-2,-1,0,E
2,-2,-19,-4,-3,3,-1,0,E
7,-9,-16,2,0,-2,0,0,E
0,2,0,-9,-3,2,1,2,E
-2,9,-2,5,-1,-3,1,3,E
0,11,-11,-14,-6,2,1,0,E
-11,-19,-48,-5,-2,-1,-1,2,E
4,13,19,0,0,-2,-2,-3,E
3,11,-14,-1,-3,-1,-2,0,E
-4,-15,-10,0,-3,1,1,-2,E
-4,28,0,6,-2,-5,-1,-2,E
3,41,21,6,0,-2,-3,-1,E
-1,-15,-9,-8,-4,0,2,1,E
-4,-13,16,0,1,2,-7,-2,E
-1,49,27,5,1,-4,1,0,E
0,-14,-20,-2,-3,-2,-2,0,E
1,8,17,4,-1,3,1,0,E
1,0,45,-2,-5,-2,-1,0,F
1,-3,2,-13,-2,0,1,0,F
-3,-9,-27,-18,-11,-7,-2,1,F
5,1,11,3,3,3,2,3,F
1,7,-1,-3,-2,2,0,3,F
0,-6,-40,-1,-1,-3,-4,2,F
-2,-6,32,5,2,0,2,0,F
2,4,15,13,6,4,1,1,F
0,5,0,1,6,2,0,2,F
-5,-9,-30,-19,-5,-7,3,-4,F
0,-2,-19,-10,-1,-3,0,2,F
-1,-5,26,0,-2,-3,-2,-3,F
-3,0,48,10,-4,0,-2,-3,F
2,-4,15,10,5,7,1,0,F
-3,-3,52,12,-1,-3,-2,0,F
0,4,-24,-13,2,-1,3,3,F
2,3,7,25,7,5,1,0,F
4,10,-2,22,2,-1,5,3,F
1,4,12,4,3,2,1,3,F
-3,-19,37,19,2,-1,3,-2,F
2,0,28,8,-3,0,-1,4,F
-1,-4,-49,-11,2,-2,-1,0,F
1,2,-28,1,0,-3,5,1,F
0,0,-45,-17,1,2,0,-1,F
-1,0,0,1,-3,-1,-2,0,F
1,1,-2,-1,-1,-4,-2,0,F
3,1,-3,7,1,3,-2,1,F
1,-2,-13,-3,-1,0,-4,-1,F
-9,-9,-6,-24,-18,-11,-13,-5,F
-4,-2,67,7,-5,-5,-3,-2,F
3,3,13,15,6,7,0,2,F
0,11,19,0,0,-2,1,-2,F
-1,-2,-3,1,1,-4,-5,-3,F
2,1,20,13,7,6,2,1,F
-3,-1,27,-3,-3,-4,0,-1,F
0,-1,-3,-5,-1,2,-3,-1,F
-3,-2,9,7,-5,-12,-7,-3,F
0,-3,-50,-32,-3,0,1,0,F
-2,-8,9,5,0,0,2,-1,F
-2,-6,-12,-13,-3,-1,-2,0,F
2,9,20,5,2,2,3,3,F
-2,3,42,11,2,5,2,1,F
0,-2,5,-6,-3,0,-1,1,F
2,-3,10,27,8,-2,2,3,F
1,3,26,11,0,0,-2,-2,F
1,-5,-42,-5,8,4,-2,0,F
1,6,23,2,0,2,0,1,F
0,1,0,-1,-2,1,-1,1,F
-3,-11,-45,-13,-3,1,3,-3,F
0,2,42,-5,-6,-4,6,0,F
2,-6,-34,-6,-2,-2,-2,1,G
11,15,-4,7,-1,0,-5,4,G
-6,7,-10,-7,-1,0,-4,-2,G
-17,0,10,0,-5,-2,1,-2,G
-6,-2,22,3,0,-1,-5,-1,G
-6,-17,-42,-8,3,0,3,-1,G
-12,-31,-19,-8,-4,0,-2,-1,G
-7,-4,-5,-1,-3,-4,0,-1,G
8,-1,20,8,0,0,0,0,G
4,-1,41,8,3,1,2,2,G
-1,9,5,4,2,2,12,3,G
-5,-16,-1,-1,-5,-1,11,0,G
16,5,6,-8,-4,-4,-4,0,G
-9,-18,-4,7,0,-1,-1,0,G
3,6,-1,8,1,1,4,3,G
16,-11,13,-5,-3,-1,-4,1,G
0,-7,32,2,4,3,4,2,G
-2,5,-12,-8,4,0,1,4,G
-4,-12,-7,4,1,0,5,-1,G
3,1,-3,2,-2,2,1,1,G
-7,-10,37,6,-5,-1,-1,-2,G
1,-22,-4,-2,2,4,3,0,G
-2,-6,12,0,1,3,2,-1,G
-2,-10,-3,-5,1,-3,-9,-3,G
-10,-26,-15,-18,-2,2,-2,-3,G
3,-5,15,-3,-2,0,1,1,G
-7,0,10,-4,2,2,-2,2,G
11,9,61,8,1,-1,-6,0,G
5,17,16,3,3,5,-2,1,G
1,0,1,2,2,0,2,0,G
4,1,23,5,1,1,-5,-1,G
8,-1,-16,0,-2,-1,1,2,G
0,10,-49,-8,-3,0,4,0,G
-1,-4,3,-2,0,1,3,3,G
7,6,-1,-9,-2,-1,-3,-1,G
-1,-5,21,11,4,2,11,1,G
0,-4,-4,3,-1,-1,-8,-2,G
3,10,3,-1,4,3,5,2,G
9,-16,8,-15,-4,-2,3,-1,G
-10,1,5,1,-1,2,-2,0,G
-1,-2,-10,3,5,3,-1,-1,G
9,14,-3,-6,-2,-1,6,2,G
1,7,15,0,-4,-1,2,2,G
7,3,-15,1,2,1,4,1,G
1,9,-13,-3,2,0,2,1,G
10,-5,0,0,3,1,-1,1,G
-14,-26,6,-5,-2,-3,-4,-6,G
0,-7,-20,-5,-2,-3,-4,-2,G
3,12,-10,3,-4,-3,1,-2,G
-9,-1,-18,-2,-2,2,5,-2,G
-9,-4,50,10,-1,0,-4,-34,H
1,0,-53,-4,10,7,1,-1,H
-1,4,65,24,-6,-4,-1,8,H
7,-3,-1,-18,-1,-1,1,14,H
4,8,35,5,2,3,4,32,H
-3,0,3,14,5,0,-4,-21,H
-23,-12,-29,-27,-7,-7,-22,-73,H
1,-2,-32,14,6,5,2,1,H
-3,-4,-30,-2,2,-1,-2,-6,H
1,5,-8,3,1,0,0,0,H
-9,-5,20,-1,0,0,-9,-68,H
2,15,-62,4,6,1,2,1,H
10,-6,-16,-8,1,3,12,54,H
-9,-21,-77,-24,-6,-4,-8,-32,H
-15,-5,-42,7,3,-3,-8,-53,H
15,4,54,6,7,1,10,49,H
-5,7,64,12,5,0,1,25,H
0,-4,-2,2,5,4,-4,-12,H
-4,-7,-41,-9,1,2,-5,-39,H
13,6,57,-7,-2,1,8,39,H
-9,-5,5,4,-2,-4,-3,18,H
-3,-4,35,1,-4,0,0,-1,H
-5,0,42,9,-5,-3,-1,-9,H
6,5,13,-7,6,4,2,13,H
8,-13,1,-3,-1,-1,5,45,H
-4,3,37,1,0,1,-7,-66,H
12,-1,-16,6,6,1,5,25,H
-6,-4,19,-12,-7,-2,-4,-7,H
0,-7,-30,-7,-5,1,-1,-21,H
-4,-6,-4,-5,-1,-2,-7,-34,H
-16,-2,19,36,-10,-8,-15,-49,H
3,2,-5,1,1,1,5,18,H
1,-2,44,15,-8,-3,-5,-8,H
7,-4,-66,-29,-3,0,0,10,H
3,8,-39,-9,5,0,1,2,H
-19,12,100,9,-5,-3,-12,-43,H
8,1,-43,-3,8,3,6,9,H
-3,-9,15,10,-13,-10,-1,6,H
2,0,-22,2,-5,-2,-2,3,H
0,0,-2,15,9,7,2,-4,H
3,3,16,-12,-6,-5,1,32,H
-2,-7,-1,8,0,-1,-1,-5,H
4,-3,-44,-5,-1,2,3,13,H
2,-4,-37,0,7,5,3,-1,H
4,0,-17,-11,2,3,4,-2,H
-3,12,33,5,2,0,-2,-17,H
-9,-8,43,11,1,-1,-13,-74,H
-4,11,33,9,6,1,-2,-15,H
-7,3,32,16,-3,0,-1,-7,H
-8,2,-30,-5,1,2,-7,-29,H
-1,6,17,7,2,-8,-6,-5,I
6,1,-5,6,-2,-2,-3,13,I
-1,-6,9,14,-1,3,5,4,I
1,8,24,10,-2,0,-11,-1,I
2,4,8,2,3,4,2,11,I
-6,-8,9,-1,1,-2,-10,-17,I
-4,-2,-19,15,9,-5,-9,-8,I
2,-1,-25,9,8,-2,-1,-1,I
0,-3,17,3,2,8,13,4,I
-2,6,32,3,3,6,4,-6,I
2,-4,-10,-7,-8,-6,7,7,I
3,10,21,6,5,8,7,9,I
1,7,5,10,-2,-7,-1,0,I
1,-8,-31,-13,-5,3,-3,9,I
1,9,43,4,4,1,-3,2,I
1,-2,-14,-3,-4,-5,-15,5,I
3,10,35,-2,3,5,10,10,I
-10,-24,-28,-9,-7,-3,-5,-7,I
1,6,15,4,-2,1,-3,-7,I
1,3,-13,9,4,2,-3,-13,I
-3,-7,-58,-17,-5,-5,-2,2,I
0,1,11,3,1,1,-4,5,I
0,-1,16,16,2,-1,0,2,I
0,4,13,7,-3,-3,-3,-1,I
-1,5,13,4,-1,-8,-10,-17,I
2,6,8,0,2,2,2,3,I
2,-2,34,2,6,-1,2,9,I
-1,2,43,1,1,4,7,2,I
2,-1,-55,-12,1,1,-3,-5,I
1,-1,-14,-4,0,-1,0,6,I
1,2,-28,-6,-4,1,0,0,I
0,-13,-10,-9,-5,-5,-2,2,I
-3,-3,8,-1,-6,-5,-3,-2,I
-4,7,22,1,-7,0,-5,-5,I
2,-1,0,12,7,1,-1,0,I
-2,-5,-4,-8,0,-1,1,-3,I
-1,-9,-23,8,3,5,-3,6,I
1,7,19,8,0,-2,-1,-1,I
-2,1,2,-14,-6,-4,-6,-5,I
2,-2,22,0,0,-2,-6,3,I
-1,-7,-31,-20,-8,-2,-3,0,I
-1,3,24,15,6,5,-1,-3,I
-1,5,1,-10,3,2,3,-1,I
